id,last_scraped,neighbourhood,neighbourhood_cleansed,city,country,latitude,longitude,price,bathrooms,bedrooms,beds,bed_type,guests_included
44054,2019-02-11,Shuangjing,朝阳区 / Chaoyang,Beijing,China,39.89502976848909,116.4516347495182,796.0,2.0,3.0,4.0,Real Bed,7
100213,2019-02-11,,密云县 / Miyun,Beijing,China,40.684339773298746,117.17231304361256,1201.0,1.0,1.0,1.0,Real Bed,1
128496,2019-02-11,Dong Si,东城区,Beijing,China,39.93212988040019,116.42199836724964,391.0,1.0,1.0,1.0,Real Bed,2
161902,2019-02-11,Sanlitun,东城区,Beijing,China,39.93356634823392,116.43576522314964,378.0,1.0,1.0,1.0,Real Bed,1
162144,2019-02-11,Sanlitun,朝阳区 / Chaoyang,Beijing,China,39.93668031958748,116.43798480483846,540.0,1.0,1.0,2.0,Real Bed,1
279078,2019-02-11,Sanlitun,东城区,Beijing,China,39.939584842819954,116.43484518524484,398.0,1.0,1.0,1.0,Real Bed,2
282825,2019-02-11,Sanlitun,朝阳区 / Chaoyang,Beijing,China,39.937118416177206,116.45088803639597,641.0,2.0,2.0,3.0,Real Bed,2
287026,2019-02-11,,朝阳区 / Chaoyang,Beijing,China,39.94114528232101,116.4412196630638,418.0,1.0,1.0,1.0,Real Bed,2
287511,2019-02-11,,朝阳区 / Chaoyang,Beijing,China,39.94032099365852,116.4422678347018,418.0,1.0,1.0,1.0,Real Bed,2
314453,2019-02-11,Dongzhimen,东城区,Beijing,China,39.93943126799599,116.43362379135992,398.0,1.0,1.0,1.0,Real Bed,2
317195,2019-02-11,Sanlitun,东城区,Beijing,China,39.939463270450815,116.43544528913378,546.0,,1.0,1.0,Real Bed,2
322292,2019-02-11,,朝阳区 / Chaoyang,Beijing,China,39.938485440571405,116.44065667342628,418.0,1.0,1.0,1.0,Real Bed,2
398784,2019-02-11,Shuangjing,朝阳区 / Chaoyang,Beijing,China,39.894033978276674,116.44895697179663,863.0,1.0,1.0,1.0,Real Bed,1
445306,2019-02-11,Wangfujing/Dongdan,东城区,Beijing,China,39.91341579419986,116.4183743332568,911.0,1.0,2.0,2.0,Real Bed,4
456641,2019-02-11,,朝阳区 / Chaoyang,Beijing,China,39.93848050175757,116.44248343720872,418.0,1.0,1.0,1.0,Real Bed,2
458561,2019-02-11,,朝阳区 / Chaoyang,Beijing,China,39.93966509928361,116.44128488678147,479.0,1.0,1.0,1.0,Real Bed,2
491280,2019-02-11,Sanlitun,东城区,Beijing,China,39.93516229736818,116.43681886410984,378.0,1.0,1.0,1.0,Real Bed,1
498126,2019-02-11,,朝阳区 / Chaoyang,Beijing,China,39.94058634877554,116.44174802640929,418.0,1.0,1.0,1.0,Real Bed,2
522237,2019-02-11,Xicheng,西城区,Beijing,China,39.92381754633421,116.37009456158268,580.0,1.0,1.0,1.0,Real Bed,3
537674,2019-02-11,Xicheng,西城区,Beijing,China,39.92411678696425,116.37062799283908,6003.0,7.0,7.0,7.0,Real Bed,1
537675,2019-02-11,Xicheng,西城区,Beijing,China,39.92417432065009,116.3704064301216,580.0,1.0,1.0,1.0,Real Bed,3
554123,2019-02-11,,朝阳区 / Chaoyang,Beijing,China,39.93879149459472,116.44120256441911,418.0,1.0,1.0,1.0,Real Bed,2
627240,2019-02-11,Xizhimen,海淀区,Beijing,China,39.94956490297442,116.34887154464538,398.0,2.0,1.0,1.0,Couch,1
685820,2019-02-11,Chaoyang,朝阳区 / Chaoyang,Beijing,China,39.901325511618815,116.48153597231848,425.0,1.0,1.0,1.0,Real Bed,1
732687,2019-02-11,Shazikou,东城区,Beijing,China,39.85983063769134,116.38919789577044,304.0,1.0,1.0,1.0,Real Bed,2
762579,2019-02-11,Xizhimen,海淀区,Bejing,China,39.94612035264827,116.34326285385538,1322.0,2.0,3.0,3.0,Real Bed,1
824570,2019-02-11,Chaoyang,朝阳区 / Chaoyang,Beijing,China,39.89854183383631,116.4833844195074,459.0,1.0,1.0,1.0,Real Bed,1
829407,2019-02-11,Shichahai,东城区,Beijing ,China,39.93900003717762,116.39129294158536,290.0,1.0,1.0,2.0,Real Bed,1
851984,2019-02-11,Shichahai,东城区,Beijing,China,39.939227817990144,116.39093533587317,263.0,1.0,1.0,1.0,Real Bed,1
855090,2019-02-11,Shichahai,东城区,Beijing,China,39.93946149448575,116.39160534439918,243.0,0.5,1.0,2.0,Real Bed,1
873692,2019-02-11,,密云县 / Miyun,Beijing,China,40.68601744020901,117.17304176774,681.0,1.0,1.0,2.0,Real Bed,4
906434,2019-02-11,Shichahai,东城区,Beijing,China,39.946321159926086,116.3926547116444,668.0,1.0,1.0,2.0,Real Bed,2
940126,2019-02-11,,顺义区 / Shunyi,Beijing,China,40.1044010527953,116.54955227040185,621.0,1.5,1.0,1.0,Real Bed,1
975146,2019-02-11,,东城区,Beijing,China,39.93994196909735,116.42344644231449,486.0,1.0,1.0,1.0,Real Bed,2
1001527,2019-02-11,,东城区,Beijing,China,39.94012415633705,116.43791505884704,418.0,1.0,1.0,1.0,Real Bed,2
1087381,2019-02-11,Sanlitun,东城区,베이징,China,39.93794530452153,116.4353902939266,560.0,1.0,1.0,1.0,Real Bed,2
1115437,2019-02-11,Guangqumenwai,朝阳区 / Chaoyang,Beijing,China,39.90365795292596,116.43564455112588,708.0,1.0,2.0,3.0,Real Bed,3
1124875,2019-02-11,Haidian,海淀区,北京,China,39.92636858744942,116.25927161629254,216.0,2.0,1.0,1.0,Real Bed,1
1160338,2019-02-11,ITC,朝阳区 / Chaoyang,Beijing,China,39.917309923365714,116.4547929476867,971.0,2.0,2.0,2.0,Real Bed,4
1160910,2019-02-11,Wangfujing/Dongdan,东城区,Beijing,China,39.91900544495607,116.41932144224668,499.0,4.0,1.0,8.0,Real Bed,1
1165040,2019-02-11,Wangfujing/Dongdan,东城区,Beijing,China,39.92155154911091,116.42246639211136,135.0,1.0,1.0,1.0,Real Bed,1
1165067,2019-02-11,Wangfujing/Dongdan,东城区,Beijing,China,39.92079614866441,116.4204748031338,506.0,1.0,1.0,1.0,Real Bed,2
1198579,2019-02-11,Wangfujing/Dongdan,东城区,Beijing,China,39.9208778825935,116.42236121046984,600.0,1.0,1.0,1.0,Real Bed,1
1199365,2019-02-11,Wai Avenue,朝阳区 / Chaoyang,Beijing,China,39.91923733839457,116.4438749620714,438.0,1.0,1.0,1.0,Real Bed,1
1210064,2019-02-11,,朝阳区 / Chaoyang,Beijing,China,39.969138944522605,116.43211958871838,277.0,1.0,1.0,1.0,Real Bed,1
1237187,2019-02-11,Shuangjing,朝阳区 / Chaoyang,Beijing,China,39.8948460001691,116.451723404516,863.0,2.0,3.0,4.0,Real Bed,7
1276777,2019-02-11,Shuangjing,朝阳区 / Chaoyang,Beijing,China,39.8950361527221,116.45130836005768,742.0,2.0,3.0,5.0,Real Bed,8
1285333,2019-02-11,Jiuxianqiao,朝阳区 / Chaoyang,Beijing,China,39.99380561785098,116.4993591790982,236.0,0.5,1.0,1.0,Real Bed,1
1302948,2019-02-11,Wangfujing/Dongdan,东城区,Beijing,China,39.92061731112887,116.420541621512,708.0,1.0,1.0,2.0,Real Bed,1
1303113,2019-02-11,Wangfujing/Dongdan,东城区,Beijing,China,39.92051041016441,116.42229389781784,978.0,1.0,1.0,1.0,Real Bed,1
1303170,2019-02-11,Wangfujing/Dongdan,东城区,Beijing,China,39.92103884182935,116.42077802253124,1153.0,1.0,1.0,1.0,Real Bed,1
1325945,2019-02-11,Jiuxianqiao,朝阳区 / Chaoyang,Beijing,China,39.99211581970939,116.49869630358388,270.0,1.0,1.0,1.0,Real Bed,1
1370541,2019-02-11,,房山区,Fangshan,China,39.75601047511235,116.21240431264542,67.0,1.0,1.0,1.0,Real Bed,1
1383368,2019-02-11,,石景山区,Beijing,China,39.92969065145677,116.18900956350464,108.0,1.0,1.0,1.0,Real Bed,1
1484562,2019-02-11,Chaoyang,朝阳区 / Chaoyang,Beijing,China,39.92575240753157,116.52234674990552,128.0,1.0,1.0,1.0,Real Bed,1
1491640,2019-02-11,Chaoyang,朝阳区 / Chaoyang,Beijing,China,39.90545297755255,116.57648678891196,337.0,1.0,1.0,1.0,Real Bed,1
1521874,2019-02-11,Chaoyang,朝阳区 / Chaoyang,Beijing,China,39.948285759428586,116.49684229213015,169.0,0.5,1.0,1.0,Real Bed,1
1543047,2019-02-11,Shichahai,东城区,Beijing,China,39.9379257965728,116.39264490686708,283.0,1.0,1.0,1.0,Real Bed,1
1635589,2019-02-11,Wangjing,朝阳区 / Chaoyang,Beijing,China,40.00121364996474,116.48360362279134,202.0,1.0,1.0,1.0,Real Bed,1
1642183,2019-02-11,Dawanglu,朝阳区 / Chaoyang,Beijing,China,39.92164222117124,116.48290612430638,499.0,1.0,1.0,1.0,Real Bed,1
1643534,2019-02-11,Dongcheng,朝阳区 / Chaoyang,Beijing,China,39.881220012424336,116.44043560668054,378.0,1.0,1.0,2.0,Real Bed,2
1661849,2019-02-11,Xicheng,西城区,Beijing,China,39.925529287722014,116.3699050744758,668.0,1.0,1.0,1.0,Real Bed,1
1694369,2019-02-11,Guangqumenwai,东城区,Beijing,China,39.89325734801962,116.43437596636632,661.0,1.0,2.0,4.0,Real Bed,4
1777848,2019-02-11,Jiuxianqiao,朝阳区 / Chaoyang,Beijing,China,39.9798327506073,116.49724182581149,499.0,2.0,2.0,2.0,Real Bed,1
1779178,2019-02-11,Zhuang,朝阳区 / Chaoyang,Chaoyang Qu,China,39.91094019113247,116.5771321802787,128.0,1.0,1.0,1.0,Real Bed,1
1784379,2019-02-11,Zizhuqiao,海淀区,Haidian,China,39.95600233437576,116.30165129828436,155.0,0.5,1.0,1.0,Real Bed,1
1787002,2019-02-11,Dongzhimen,东城区,Dongcheng Qu,China,39.940604938338886,116.42195636552384,202.0,1.0,1.0,1.0,Real Bed,2
1787751,2019-02-11,Sanlitun,东城区,Beijing,China,39.93600528468936,116.43684162981434,540.0,1.0,1.0,2.0,Real Bed,1
1834479,2019-02-11,Chaoyang,朝阳区 / Chaoyang,Chaoyang Qu,China,39.89265209715246,116.60724022645688,121.0,1.0,1.0,1.0,Real Bed,1
1834587,2019-02-11,Jiuxianqiao,朝阳区 / Chaoyang,Beijing,China,39.9880778501111,116.50902958581447,121.0,1.0,1.0,1.0,Real Bed,1
1837260,2019-02-11,Chaoyang,朝阳区 / Chaoyang,Beijing,China,39.90383855383393,116.57642345530276,128.0,1.0,1.0,1.0,Real Bed,1
1900447,2019-02-11,Dongcheng,东城区,Beijing,China,39.92277316121051,116.40404246902446,877.0,1.0,3.0,3.0,Real Bed,1
1925662,2019-02-11,Shuangyushu,海淀区,Beijing,China,39.97535682460267,116.3366408603188,330.0,1.0,1.0,1.0,Real Bed,1
1941773,2019-02-11,Shuangyushu,海淀区,Beijing,China,39.9783213555975,116.3371379556145,344.0,1.0,1.0,1.0,Real Bed,16
1941997,2019-02-11,Shuangyushu,海淀区,Beijing,China,39.980472196533874,116.33857262466547,371.0,1.0,1.0,2.0,Real Bed,3
1942067,2019-02-11,Shuangyushu,海淀区,Beijing,China,39.97889491477598,116.33691580408774,425.0,1.0,1.0,2.0,Real Bed,1
2005158,2019-02-11,Dongzhimen,东城区,Beijing,China,39.936333477268754,116.4147974338786,216.0,1.0,2.0,2.0,Real Bed,2
2022824,2019-02-11,Sanlitun,东城区,Beijing,China,39.93855640649888,116.43457767383792,398.0,1.0,0.0,1.0,Real Bed,2
2029856,2019-02-11,Shuangyushu,海淀区,Beijing,China,39.97751539385751,116.33967823247384,391.0,1.0,1.0,2.0,Real Bed,1
2077431,2019-02-11,Wangfujing/Dongdan,东城区,Beijing,China,39.92175869972557,116.42238340379625,277.0,1.0,2.0,3.0,Real Bed,2
2095350,2019-02-11,Shuangjing,朝阳区 / Chaoyang,Beijing,China,39.89904628495928,116.4521259079617,304.0,1.5,1.0,1.0,Real Bed,1
2098657,2019-02-11,Sanlitun,朝阳区 / Chaoyang,Beijing,China,39.936862281595936,116.45738272337726,452.0,1.0,1.0,1.0,Real Bed,1
2115641,2019-02-11,,通州区 / Tongzhou,Tongzhou Qu,China,39.91971083821751,116.65934359986515,223.0,1.0,0.0,1.0,Real Bed,1
2139790,2019-02-11,Haidian,海淀区,Beijing,China,39.926613336111714,116.2950335913588,317.0,1.0,1.0,1.0,Real Bed,1
2190095,2019-02-11,Shilipu,朝阳区 / Chaoyang,Beijing,China,39.93022733602178,116.51505603167772,951.0,1.0,2.0,2.0,Real Bed,4
2229512,2019-02-11,Haidian,海淀区,Beijing,China,39.89586780502284,116.30751220905412,209.0,2.0,3.0,3.0,Real Bed,1
2414072,2019-02-11,,朝阳区 / Chaoyang,Beijing,China,39.918593031785726,116.46279967779044,1079.0,1.0,1.0,1.0,Real Bed,1
2432965,2019-02-11,Sanlitun,朝阳区 / Chaoyang,Beijing,China,39.94102339532193,116.44019351202388,398.0,1.0,1.0,1.0,Real Bed,1
2433033,2019-02-11,Sanlitun,朝阳区 / Chaoyang,Dongcheng Qu,China,39.940189515050896,116.44457680761762,398.0,1.0,1.0,1.0,Real Bed,1
2433122,2019-02-11,Sanlitun,朝阳区 / Chaoyang,Beijing,China,39.94138183671102,116.4419663408358,499.0,1.0,1.0,1.0,Real Bed,1
2540862,2019-02-11,Dongzhimen,东城区,Beijing,China,39.9472770902131,116.41085421388858,1079.0,2.5,3.0,3.0,Real Bed,5
2556768,2019-02-11,,怀柔区 / Huairou,Beijing,China,40.37722437354317,116.53817126141496,1902.0,2.5,2.0,2.0,Real Bed,1
2560741,2019-02-11,Beiyuan,朝阳区 / Chaoyang,Beijing,China,40.02131808396808,116.43209890370834,297.0,1.0,1.0,1.0,Real Bed,1
2634250,2019-02-11,Jiuxianqiao,朝阳区 / Chaoyang,北京,China,39.9747480579022,116.48242028053194,1491.0,3.0,3.0,3.0,Real Bed,1
2717860,2019-02-11,,顺义区 / Shunyi,Beijing,China,40.09031070068102,116.56314710466104,283.0,1.0,3.0,6.0,Real Bed,1
2719982,2019-02-11,,顺义区 / Shunyi,Beijing,China,40.077067720419365,116.56839926942686,283.0,1.0,1.0,1.0,Real Bed,1
2779504,2019-02-11,Shuangjing,朝阳区 / Chaoyang,Beijing,China,39.89524169518182,116.45179313409515,1012.0,2.0,3.0,5.0,Real Bed,8
2779901,2019-02-11,Shuangjing,朝阳区 / Chaoyang,Beijing,China,39.89392139021057,116.45124367985945,823.0,2.0,3.0,4.0,Real Bed,7
2779990,2019-02-11,Shuangjing,朝阳区 / Chaoyang,Beijing,China,39.894706140204434,116.4517960374295,931.0,2.0,3.0,4.0,Real Bed,7
2797791,2019-02-11,,怀柔区 / Huairou,Huairou,China,40.47275230404846,116.5445502957907,951.0,1.0,3.0,3.0,Real Bed,4
2827217,2019-02-11,Zuojiazhuang,朝阳区 / Chaoyang,Beijing,China,39.97443411434939,116.43801205347845,796.0,2.0,3.0,4.0,Real Bed,4
2834282,2019-02-11,Wudaokou,海淀区,北京,China,40.00554268145374,116.34342472204828,162.0,1.0,1.0,1.0,Real Bed,1
2889922,2019-02-11,Sanlitun,朝阳区 / Chaoyang,Chaoyang Qu,China,39.9352823361111,116.44524939616868,978.0,1.0,1.0,1.0,Real Bed,1
2989696,2019-02-11,Wudaokou,海淀区,Beijing,China,39.99311859378509,116.31588419033704,297.0,1.0,1.0,1.0,Real Bed,1
3015545,2019-02-11,,昌平区,Beijing,China,40.07033202619654,116.42579565769095,169.0,1.0,1.0,1.0,Real Bed,1
3069570,2019-02-11,,顺义区 / Shunyi,Beijing,China,40.08659210119471,116.73716204598578,951.0,3.0,4.0,5.0,Real Bed,1
3077753,2019-02-11,Chaoyang Park/Tuan Jie Hu,朝阳区 / Chaoyang,Beijing,China,39.95026341064698,116.4678453819642,250.0,1.0,1.0,1.0,Real Bed,1
3097388,2019-02-11,Sanlitun,朝阳区 / Chaoyang,Beijing,China,39.92787451014898,116.46036875992311,573.0,1.0,1.0,1.0,Real Bed,1
3105131,2019-02-11,Wangfujing/Dongdan,东城区,Beijing,China,39.91508202536377,116.40774492420776,425.0,1.0,1.0,1.0,Real Bed,2
3114942,2019-02-11,Chaoyang Park/Tuan Jie Hu,朝阳区 / Chaoyang,Beijing,China,39.93485130426792,116.46342917637644,1497.0,0.0,2.0,2.0,Real Bed,1
3116888,2019-02-11,Sanlitun,朝阳区 / Chaoyang,Beijing,China,39.95108055006692,116.45361859352788,594.0,1.0,2.0,2.0,Real Bed,1
3139576,2019-02-11,Chaoyang,通州区 / Tongzhou,北京市,China,39.82466076781142,116.55587556672867,202.0,1.0,1.0,1.0,Real Bed,1
3200395,2019-02-11,Shuangjing,朝阳区 / Chaoyang,Beijing,China,39.89394464393299,116.45029806950856,863.0,2.0,3.0,4.0,Real Bed,7
3211028,2019-02-11,Chaoyang,朝阳区 / Chaoyang,Beijing,China,39.989255992230845,116.56392803512249,236.0,1.0,1.0,,Real Bed,1
3231112,2019-02-11,Foreign Trade,朝阳区 / Chaoyang,北京市,China,39.98183522435669,116.4244450605348,1349.0,2.0,2.0,2.0,Real Bed,1
3243363,2019-02-11,Zizhuqiao,海淀区,Beijing,China,39.956910019521054,116.30551077632045,162.0,1.0,1.0,1.0,Real Bed,1
3371149,2019-02-11,You'anmen,西城区,Beijing,China,39.875088394305415,116.3713788135822,695.0,1.0,3.0,3.0,Real Bed,6
3387246,2019-02-11,Chaoyang,朝阳区 / Chaoyang,朝阳区,China,39.910045316904025,116.57760402598434,337.0,1.0,1.0,1.0,Real Bed,1
3387406,2019-02-11,Zhuang,朝阳区 / Chaoyang,chaoyang,China,39.90892462578135,116.57295390516506,337.0,1.0,1.0,1.0,Real Bed,1
3389315,2019-02-11,,怀柔区 / Huairou,大镇峪,China,40.44715479054242,116.4470317900782,1497.0,1.0,3.0,4.0,Real Bed,1
3416332,2019-02-11,,海淀区,Beijing,China,40.045428583756085,116.29498099915416,304.0,1.0,1.0,1.0,Real Bed,1
3429464,2019-02-11,,海淀区,Beijing,China,40.0362866673363,116.3324981886995,391.0,1.0,3.0,4.0,Real Bed,5
3499185,2019-02-11,Sanlitun,朝阳区 / Chaoyang,Beijing,China,39.92315768292052,116.45600222681018,614.0,1.0,1.0,1.0,Real Bed,1
3518354,2019-02-11,Shilipu,朝阳区 / Chaoyang,朝阳区,China,39.923401635305446,116.50636281284964,263.0,1.0,1.0,1.0,Real Bed,1
3571646,2019-02-11,Jinsong/Panjiayuan,朝阳区 / Chaoyang,Chaoyang,China,39.88530453190729,116.46043163424105,398.0,1.0,1.0,1.0,Real Bed,1
3649223,2019-02-11,Wudaokou,海淀区,北京,China,39.99006393923121,116.33790854703376,270.0,1.0,1.0,1.0,Real Bed,2
3681827,2019-02-11,Fang Zhuang,丰台区 / Fengtai,Beijing,China,39.86280240250473,116.42501617612558,789.0,2.0,2.0,4.0,Real Bed,4
3714901,2019-02-11,Jiuxianqiao,朝阳区 / Chaoyang,北京,China,39.97615537069876,116.49344439273824,357.0,1.0,1.0,1.0,Real Bed,1
3725519,2019-02-11,Wai Avenue,朝阳区 / Chaoyang,北京,China,39.91979229939705,116.45256602745197,189.0,0.5,0.0,1.0,Real Bed,1
3732977,2019-02-11,Dawanglu,朝阳区 / Chaoyang,Beijing,China,39.91184731993362,116.4758988554999,283.0,1.0,1.0,1.0,Real Bed,1
3734120,2019-02-11,Haidian,海淀区,北京,China,39.92259353157844,116.28612423080092,357.0,1.0,1.0,1.0,Real Bed,1
3793864,2019-02-11,Wai Avenue,朝阳区 / Chaoyang,Beijing,China,39.916571107307,116.4526906543518,600.0,1.0,1.0,1.0,Real Bed,1
3795645,2019-02-11,ITC,朝阳区 / Chaoyang,Beijing,China,39.919938458684825,116.45520317677097,877.0,2.0,2.0,2.0,Real Bed,1
3795992,2019-02-11,ITC,朝阳区 / Chaoyang,Beijing,China,39.91812365077245,116.45608547507872,1153.0,2.0,3.0,3.0,Real Bed,1
3796163,2019-02-11,Yue Tan,西城区,Beijing,China,39.92082243622188,116.33888274262524,701.0,1.0,0.0,1.0,Real Bed,1
3802970,2019-02-11,ITC,朝阳区 / Chaoyang,Beijing,China,39.918435036898224,116.4557432942202,796.0,2.0,2.0,2.0,Real Bed,1
3803542,2019-02-11,Wai Avenue,朝阳区 / Chaoyang,Beijing,China,39.9167840660481,116.45329058999312,648.0,1.0,1.0,1.0,Real Bed,1
3804282,2019-02-11,Caoqiao,丰台区 / Fengtai,Beijing,China,39.84901584536433,116.3610328933452,236.0,1.0,1.0,1.0,Real Bed,1
3813723,2019-02-11,Yue Tan,西城区,Beijing,China,39.92223394446504,116.33542578408884,600.0,1.0,1.0,1.0,Real Bed,1
3821936,2019-02-11,ITC,朝阳区 / Chaoyang,Beijing,China,39.91637233605665,116.45280184187672,600.0,1.0,1.0,1.0,Real Bed,1
3825626,2019-02-11,Dongcheng,东城区,Beijing,China,39.9101712240598,116.40390727264013,452.0,1.0,1.0,1.0,Real Bed,1
3863360,2019-02-11,Shilipu,朝阳区 / Chaoyang,Beijing,China,39.91096424494123,116.49850942587489,209.0,2.0,1.0,1.0,Futon,1
3865812,2019-02-11,Ahn Jung,朝阳区 / Chaoyang,Dongcheng Qu,China,39.97382271452421,116.40949211915252,250.0,1.0,1.0,1.0,Real Bed,1
3866222,2019-02-11,Caoqiao,丰台区 / Fengtai,Beijing,China,39.84212361402898,116.3614838865552,135.0,0.5,1.0,1.0,Real Bed,1
3878233,2019-02-11,Zhuang,朝阳区 / Chaoyang,Beijing,China,39.90804037759378,116.5714455443162,337.0,1.0,1.0,1.0,Real Bed,1
3899392,2019-02-11,Haidian,丰台区 / Fengtai,Beijing,China,39.89085951515932,116.30019338569446,182.0,1.0,2.0,3.0,Real Bed,1
3907916,2019-02-11,Dongcheng,东城区,Beijing,China,39.90877779240002,116.40294111520784,452.0,1.0,1.0,1.0,Real Bed,2
3927018,2019-02-11,ITC,朝阳区 / Chaoyang,Beijing,China,39.91896674838533,116.45597835424869,749.0,1.0,1.0,1.0,Real Bed,1
3953376,2019-02-11,Dawanglu,朝阳区 / Chaoyang,Beijing,China,39.90880544161921,116.4748718247822,499.0,1.0,1.0,1.0,Real Bed,1
3953745,2019-02-11,Dawanglu,朝阳区 / Chaoyang,Beijing,China,39.90857824297735,116.47317000116789,803.0,2.0,2.0,2.0,Real Bed,1
3963178,2019-02-11,Shilipu,朝阳区 / Chaoyang,Beijing,China,39.91383148059376,116.49295923181197,695.0,1.0,1.0,1.0,Real Bed,1
3971474,2019-02-11,Dawanglu,朝阳区 / Chaoyang,Beijing,China,39.91567428509826,116.46737665920864,1551.0,2.0,3.0,3.0,Real Bed,1
4009069,2019-02-11,Shilipu,朝阳区 / Chaoyang,Chaoyang,China,39.91986336962079,116.5024791291936,621.0,2.0,3.0,3.0,Real Bed,6
4009332,2019-02-11,Shilipu,朝阳区 / Chaoyang,Beijing,China,39.91948732476889,116.49620785179542,580.0,2.0,2.0,2.0,Real Bed,4
4016289,2019-02-11,ITC,朝阳区 / Chaoyang,Beijing,China,39.92007610247733,116.45555474154388,1052.0,2.0,3.0,3.0,Real Bed,1
4018161,2019-02-11,Sanlitun,朝阳区 / Chaoyang,Beijing,China,39.94142936472559,116.44302206790044,951.0,2.0,2.0,2.0,Real Bed,1
4018389,2019-02-11,ITC,朝阳区 / Chaoyang,Beijing,China,39.91941782709676,116.45731389803902,2003.0,3.0,4.0,3.0,Real Bed,1
4025985,2019-02-11,ITC,朝阳区 / Chaoyang,Beijing,China,39.91697564315855,116.45995518461206,951.0,2.0,3.0,3.0,Real Bed,1
4028276,2019-02-11,Shilipu,朝阳区 / Chaoyang,Beijing,China,39.91817129483358,116.49784438417268,182.0,1.0,1.0,1.0,Real Bed,2
4028395,2019-02-11,Shilipu,朝阳区 / Chaoyang,Beijing,China,39.91782600239492,116.49780246739014,162.0,1.0,1.0,1.0,Real Bed,2
4028476,2019-02-11,Shilipu,朝阳区 / Chaoyang,Beijing,China,39.91926504427892,116.49616667467774,263.0,1.0,1.0,1.0,Real Bed,2
4028766,2019-02-11,Shilipu,朝阳区 / Chaoyang,Chaoyang,China,39.91967482309186,116.50426721954987,229.0,1.0,1.0,1.0,Real Bed,2
4028873,2019-02-11,Shilipu,朝阳区 / Chaoyang,Chaoyang,China,39.91854075810192,116.5021134404165,263.0,1.0,1.0,1.0,Real Bed,2
4041258,2019-02-11,ITC,朝阳区 / Chaoyang,Beijing,China,39.91878100061256,116.45636222350464,600.0,1.0,1.0,1.0,Real Bed,1
4056031,2019-02-11,Shazikou,丰台区 / Fengtai,Beijing,China,39.86120091039236,116.38085458201304,297.0,1.0,2.0,3.0,Real Bed,1
4069460,2019-02-11,Qinghe,昌平区,Beijing,China,40.05729272516526,116.33499715438644,148.0,1.0,1.0,1.0,Real Bed,1
4085687,2019-02-11,ITC,朝阳区 / Chaoyang,Beijing,China,39.91732468735502,116.45876963433074,749.0,2.0,2.0,2.0,Real Bed,1
4091552,2019-02-11,Sanlitun,朝阳区 / Chaoyang,Beijing,China,39.93783131159439,116.4561316104604,398.0,1.0,1.0,3.0,Real Bed,1
4093392,2019-02-11,Ahn Jung,东城区,Beijing,China,39.95319124457115,116.39350838702676,870.0,2.0,2.0,2.0,Real Bed,1
4094514,2019-02-11,,怀柔区 / Huairou,Beijing,China,40.3771994446987,116.54644182249284,344.0,1.0,1.0,1.0,Real Bed,2
4102482,2019-02-11,,西城区,Beijing,China,39.9229218348594,116.33722379632572,499.0,1.0,1.0,1.0,Real Bed,2
4102639,2019-02-11,Sanlitun,朝阳区 / Chaoyang,Beijing,China,39.93968129321684,116.44102428570083,600.0,1.0,1.0,1.0,Real Bed,2
4106251,2019-02-11,Chaoyang Park/Tuan Jie Hu,朝阳区 / Chaoyang,Beijing,China,39.93142842501318,116.486964729482,944.0,2.0,3.0,4.0,Real Bed,5
4106316,2019-02-11,,朝阳区 / Chaoyang,Beijing,China,39.96540243941888,116.50409837254016,445.0,2.0,1.0,1.0,Real Bed,1
4114120,2019-02-11,Chaoyang,朝阳区 / Chaoyang,Beijing,China,39.926198469932594,116.61405802198448,196.0,1.0,1.0,1.0,Real Bed,1
4121250,2019-02-11,Xicheng,西城区,Beijing,China,39.91911975680024,116.37007890736828,1180.0,1.0,1.0,1.0,Real Bed,1
4121354,2019-02-11,Xicheng,西城区,Beijing,China,39.9196667136563,116.37127637900136,1578.0,1.0,1.0,1.0,Real Bed,1
4121580,2019-02-11,Xicheng,西城区,Beijing,China,39.91900649445557,116.37111785810391,978.0,1.0,1.0,2.0,Real Bed,1
4152653,2019-02-11,,怀柔区 / Huairou,Beijing,China,40.448710240109136,116.44203449270044,1012.0,2.5,2.0,2.0,Real Bed,5
4165566,2019-02-11,Xicheng,西城区,Beijing,China,39.92105436809384,116.3722835085345,877.0,1.0,1.0,1.0,Real Bed,1
4175383,2019-02-11,Sanlitun,朝阳区 / Chaoyang,Chaoyang,China,39.92230228671139,116.45929836123678,209.0,1.0,1.0,1.0,Real Bed,1
4219257,2019-02-11,Chaoyang,朝阳区 / Chaoyang,北京市,China,39.90995156018276,116.5789130103446,337.0,1.0,1.0,1.0,Real Bed,1
4222923,2019-02-11,Chaoyang,朝阳区 / Chaoyang,朝阳,China,39.91038328272058,116.5763894049076,337.0,1.0,1.0,1.0,Real Bed,1
4239918,2019-02-11,Dongcheng,东城区,Beijing,China,39.91231831882174,116.40439229119316,911.0,1.0,2.0,3.0,Real Bed,4
4258685,2019-02-11,Shuangyushu,海淀区,Beijing,China,39.96979338995534,116.3246620381606,283.0,1.0,1.0,1.0,Real Bed,1
4278904,2019-02-11,Sanlitun,朝阳区 / Chaoyang,Beijing,China,39.94379106118046,116.46094937019711,229.0,1.0,1.0,1.0,Real Bed,1
